rank,track_name,artist_name,year
32,smells like teen spirit,nirvana,1992
33,humpin' around,bobby brown,1992
34,damn i wish i was your lover,sophie b. hawkins,1992
35,tell me what you want me to do,tevin campbell,1992
36,ain't 2 proud 2 beg,tlc,1992
37,it's so hard to say goodbye to yesterday,boyz ii men,1992
38,move this,technotronic,1992
39,bohemian rhapsody,queen,1992
40,tennessee,arrested development,1992
41,the best things in life are free,luther vandross and janet jackson,1992
42,make it happen,mariah carey,1992
43,the one,elton john,1992
44,set adrift on memory bliss,p.m. dawn,1992
45,stay,shakespears sister,1992
46,2 legit 2 quit,hammer,1992
47,please don't go,kws,1992
48,breakin' my heart (pretty brown eyes),mint condition,1992
49,wishing on a star,the cover girls,1992
50,she's playing hard to get,hi-five,1992
51,i'd die without you,p.m. dawn,1992
52,good for me,amy grant,1992
53,all i want,toad the wet sprocket,1992
54,when a man loves a woman,michael bolton,1992
55,i can't dance,genesis,1992
56,hazard,richard marx,1992
57,mysterious ways,u2,1992
58,too funky,george michael,1992
59,how do you talk to an angel,the heights,1992
60,one,u2,1992
61,keep on walkin',cece peniston,1992
62,hold on my heart,genesis,1992
63,the way i feel about you,karyn white,1992
64,beauty and the beast,celine dion and peabo bryson,1992
65,warm it up,kris kross,1992
66,in the closet,michael jackson,1992
67,people everyday,arrested development,1992
68,no son of mine,genesis,1992
69,wildside,marky mark and the funky bunch,1992
70,do i have to say the words?,bryan adams,1992
71,friday i'm in love,the cure,1992
72,everything about you,ugly kid joe,1992
73,blowing kisses in the wind,paula abdul,1992
74,thought i'd died and gone to heaven,bryan adams,1992
75,rhythm is a dancer,snap!,1992
76,addams groove,hammer,1992
77,missing you now,michael bolton,1992
78,back to the hotel,n2deep,1992
79,everything changes,kathy troccoli,1992
80,have you ever needed someone so bad,def leppard,1992
81,take this heart,richard marx,1992
82,when i look into your eyes,firehouse,1992
83,i wanna love you,jade,1992
84,uhh ahh,boyz ii men,1992
85,real love,mary j. blige,1992
86,justified and ancient,the klf,1992
87,slow motion,color me badd,1992
88,what about your friends,tlc,1992
89,thinkin' back,color me badd,1992
90,would i lie to you?,charles,1992
91,that's what love is for,amy grant,1992
92,keep coming back,richard marx,1992
93,free your mind,en vogue,1992
94,keep it comin',keith sweat,1992
95,just take my heart,mr. big,1992
96,i will remember you,amy grant,1992
97,we got a love thang,cece peniston,1992
98,let's get rocked,def leppard,1992
99,they want efx,das efx,1992
100,i can't make you love me,bonnie raitt,1992
1,i will always love you,whitney houston,1993
2,whoomp! (there it is),tag team,1993
3,can't help falling in love,ub40,1993
4,that's the way love goes,janet jackson,1993
5,freak me,silk,1993
6,weak,swv,1993
7,if i ever fall in love,shai,1993
8,dreamlover,mariah carey,1993
9,rump shaker,wreckx-n-effect,1993
10,informer,snow,1993
11,nuthin' but a 'g' thang,dr. dre,1993
12,in the still of the nite,boyz ii men,1993
13,don't walk away,jade,1993
14,knockin' da boots,h-town,1993
15,lately,jodeci,1993
16,dazzey duks,duice,1993
17,show me love,robin s.,1993
18,a whole new world,peabo bryson and regina belle,1993
19,if,janet jackson,1993
20,i'm so into you,swv,1993
21,love is,vanessa williams and brian mcknight,1993
22,runaway train,soul asylum,1993
23,i'll never get over you (getting over me),exposé,1993
24,ditty,paperboy,1993
25,rhythm is a dancer,snap!,1993
26,the river of dreams,billy joel,1993
27,i'm gonna be (500 miles),the proclaimers,1993
28,two princes,spin doctors,1993
29,"right here (human nature)"" / ""downtown",swv,1993
30,i have nothing,whitney houston,1993
31,mr. wendal,arrested development,1993
32,have i told you lately,rod stewart,1993
33,saving forever for you,shanice,1993
34,ordinary world,duran duran,1993
35,if i had no loot,tony! toni! toné!,1993
36,i'd do anything for love (but i won't do that),meat loaf,1993
37,slam,onyx,1993
38,looking through patient eyes,p.m. dawn,1993
39,i'm every woman,whitney houston,1993
40,baby i'm yours,shai,1993
41,come undone,duran duran,1993
42,i don't wanna fight,tina turner,1993
43,i'd die without you,p.m. dawn,1993
44,"whoot, there it is",95 south,1993
45,hip hop hooray,naughty by nature,1993
46,another sad love song,toni braxton,1993
47,will you be there,michael jackson,1993
48,comforter,shai,1993
49,good enough,bobby brown,1993
50,what's up?,4 non blondes,1993
51,all that she wants,ace of base,1993
52,7,prince and the new power generation,1993
53,dre day,dr. dre,1993
54,one last cry,brian mcknight,1993
55,just kickin' it,xscape,1993
56,i get around,2pac,1993
57,bed of roses,bon jovi,1993
58,real love,mary j. blige,1993
59,here we go again!,portrait,1993
60,cryin',aerosmith,1993
61,cat's in the cradle,ugly kid joe,1993
62,what about your friends,tlc,1993
63,i got a man,positive k,1993
64,hey mr. d.j.,zhané,1993
65,insane in the brain,cypress hill,1993
66,deeper and deeper,madonna,1993
67,rain,madonna,1993
68,the right kind of love,jeremy jordan,1993
69,bad boys,inner circle,1993
70,that's what love can do,boy krazy,1993
71,do you believe in us,jon secada,1993
72,angel,jon secada,1993
73,forever in love,kenny g,1993
74,again,janet jackson,1993
75,boom! shake the room,dj jazzy jeff,1993
76,when she cries,restless heart,1993
77,sweat (a la la la la long),inner circle,1993
78,it was a good day,ice cube,1993
79,more and more,captain hollywood project,1993
80,how do you talk to an angel,the heights,1993
81,rebirth of slick (cool like dat),digable planets,1993
82,what is love,haddaway,1993
83,to love somebody,michael bolton,1993
84,"give it up, turn it loose",en vogue,1993
85,alright,kris kross,1993
86,check yo self,ice cube,1993
87,fields of gold,sting,1993
88,ooh child,dino,1993
89,faithful,go west,1993
90,reason to believe,rod stewart,1993
91,break it down again,tears for fears,1993
92,nothin' my love can't fix,joey lawrence,1993
93,three little pigs,green jellí¿,1993
94,livin' on the edge,aerosmith,1993
95,hey jealousy,gin blossoms,1993
96,if i ever lose my faith in you,sting,1993
97,anniversary,tony! toni! toné!,1993
98,one woman,jade,1993
99,can't get enough of your love,taylor dayne,1993
100,two steps behind,def leppard,1993
1,the sign,ace of base,1994
2,i swear,all-4-one,1994
3,i'll make love to you,boyz ii men,1994
4,the power of love,celine dion,1994
5,hero,mariah carey,1994
6,stay (i missed you),lisa loeb and nine stories,1994
7,breathe again,toni braxton,1994
8,all for love,"bryan adams, rod stewart and sting",1994
9,all that she wants,ace of base,1994
10,don't turn around,ace of base,1994
11,bump n' grind,r. kelly,1994
12,again,janet jackson,1994
13,i'll remember,madonna,1994
14,whatta man,salt-n-pepa,1994
15,wild night,john mellencamp with meshell ndegeocello,1994
16,"without you"" / ""never forget you",mariah carey,1994
17,you mean the world to me,toni braxton,1994
18,can you feel the love tonight,elton john,1994
19,the most beautiful girl in the world,prince,1994
20,fantastic voyage,coolio,1994
21,"baby, i love your way",big mountain,1994
22,regulate,warren g and nate dogg,1994
23,if you go,jon secada,1994
24,back & forth,aaliyah,1994
25,now and forever,richard marx,1994
26,when can i see you,babyface,1994
27,please forgive me,bryan adams,1994
28,so much in love,all-4-one,1994
29,shoop,salt-n-pepa,1994
30,"any time, any place"" / ""and on and on",janet jackson,1994
31,shine,collective soul,1994
32,said i loved you...but i lied,michael bolton,1994
33,return to innocence,enigma,1994
34,all i wanna do,sheryl crow,1994
35,mmm mmm mmm mmm,crash test dummies,1994
36,can we talk,tevin campbell,1994
37,funkdafied,da brat,1994
38,i'd do anything for love (but i won't do that),meat loaf,1994
39,gangsta lean,drs,1994
40,because the night,"10,000 maniacs",1994
41,cantaloop (flip fantasia),us3,1994
42,whoomp! (there it is),tag team,1994
43,come to my window,melissa etheridge,1994
44,stroke you up,changing faces,1994
45,i'm ready,tevin campbell,1994
46,100% pure love,crystal waters,1994
47,anytime you need a friend,mariah carey,1994
48,because of love,janet jackson,1994
49,linger,the cranberries,1994
50,loser,beck,1994
51,found out about you,gin blossoms,1994
52,gin and juice,snoop doggy dogg,1994
53,never lie,immature,1994
54,streets of philadelphia,bruce springsteen,1994
55,getto jam,domino,1994
56,endless love,luther vandross and mariah carey,1994
57,i miss you,aaron hall,1994
58,understanding,xscape,1994
59,this d.j.,warren g,1994
60,cry for you,jodeci,1994
61,keep ya head up,2pac,1994
62,what's my name?,snoop doggy dogg,1994
63,another night,real mccoy,1994
64,your body's callin',r. kelly,1994
65,tootsee roll,69 boyz,1994
66,i can see clearly now,jimmy cliff,1994
67,never keeping secrets,babyface,1994
68,crazy,aerosmith,1994
69,just kickin' it,xscape,1994
70,(at your best) you are love,aaliyah,1994
71,rock and roll dreams come through,meat loaf,1994
72,amazing,aerosmith,1994
73,always,erasure,1994
74,groove thang,zhané,1994
75,dreams,gabrielle,1994
76,mr. vain,culture beat,1994
77,mary jane's last dance,tom petty and the heartbreakers,1994
78,anything,swv,1994
79,beautiful in my eyes,joshua kadison,1994
80,stay,eternal,1994
81,flava in ya ear,craig mack,1994
82,u.n.i.t.y.,queen latifah,1994
83,prayer for the dying,seal,1994
84,secret,madonna,1994
85,here comes the hotstepper,ini kamoze,1994
86,everyday,phil collins,1994
87,don't take the girl,tim mcgraw,1994
88,got me waiting,heavy d,1994
89,"december, 1963 (oh, what a night) (dj ben liebrand remix)",the four seasons,1994
90,indian outlaw,tim mcgraw,1994
91,always,bon jovi,1994
92,i'm the only one,melissa etheridge,1994
93,back in the day,ahmad,1994
94,love sneakin' up on you,bonnie raitt,1994
95,i'll take you there,general public,1994
96,always in my heart,tevin campbell,1994
97,what is love,haddaway,1994
98,and our feelings,babyface,1994
99,bop gun (one nation),ice cube,1994
100,i wanna be down,brandy,1994
1,gangsta's paradise,coolio,1995
2,waterfalls,tlc,1995
3,creep,tlc,1995
4,kiss from a rose,seal,1995
5,on bended knee,boyz ii men,1995
6,another night,real mccoy,1995
7,fantasy,mariah carey,1995
8,take a bow,madonna,1995
9,don't take it personal (just one of dem days),monica,1995
10,this is how we do it,montell jordan,1995
11,i know,dionne farris,1995
12,water runs dry,boyz ii men,1995
13,freak like me,adina howard,1995
14,run-around,blues traveler,1995
15,i can love you like that,all-4-one,1995
16,have you ever really loved a woman?,bryan adams,1995
17,always,bon jovi,1995
18,"boombastic"" / ""in the summertime",shaggy,1995
19,total eclipse of the heart,nicki french,1995
20,you gotta be,des'ree,1995
21,you are not alone,michael jackson,1995
22,hold my hand,hootie,1995
23,one more chance/stay with me,the notorious b.i.g.,1995
24,here comes the hotstepper,ini kamoze,1995
25,candy rain,soul for real,1995
26,let her cry,hootie,1995
27,i believe,blessid union of souls,1995
28,red light special,tlc,1995
29,runaway,janet jackson,1995
30,strong enough,sheryl crow,1995
31,colors of the wind,vanessa williams,1995
32,someone to love,jon b.,1995
33,only wanna be with you,hootie,1995
34,if you love me,brownstone,1995
35,in the house of stone and light,martin page,1995
36,i got 5 on it,luniz,1995
37,baby,brandy,1995
38,run away,real mccoy,1995
39,as i lay me down,sophie b. hawkins,1995
40,he's mine,mokenstef,1995
41,december,collective soul,1995
42,i'll be there for you/you're all i need to get by,method man,1995
43,shy guy,diana king,1995
44,i'm the only one,melissa etheridge,1995
45,every little thing i do,soul for real,1995
46,before i let you go,blackstreet,1995
47,"big poppa"" / ""warning",the notorious b.i.g.,1995
48,sukiyaki,4 p.m.,1995
49,i wanna be down,brandy,1995
50,i'll make love to you,boyz ii men,1995
51,"dear mama"" / ""old school",2pac,1995
52,hold on,jamie walters,1995
53,keep their heads ringin',dr. dre,1995
54,the rhythm of the night,corona,1995
55,roll to me,del amitri,1995
56,"scream"" / ""childhood",michael jackson and janet jackson,1995
57,freek'n you,jodeci,1995
58,i wish,skee-lo,1995
59,believe,elton john,1995
60,carnival,natalie merchant,1995
61,you don't know how it feels,tom petty,1995
62,back for good,take that,1995
63,tootsee roll,69 boyz,1995
64,"you want this"" / ""70's love groove",janet jackson,1995
65,tell me,groove theory,1995
66,can't you see,total,1995
67,all i wanna do,sheryl crow,1995
68,this lil' game we play,subway,1995
69,come and get your love,real mccoy,1995
70,this ain't a love song,bon jovi,1995
71,secret,madonna,1995
72,player's anthem,junior m.a.f.i.a.,1995
73,feel me flow,naughty by nature,1995
74,every day of the week,jade,1995
75,the sweetest days,vanessa williams,1995
76,short dick man,20 fingers,1995
77,brokenhearted,brandy,1995
78,no more i love you's,annie lennox,1995
79,you used to love me,faith evans,1995
80,constantly,immature,1995
81,"hold me, thrill me, kiss me, kill me",u2,1995
82,100% pure love,crystal waters,1995
83,ask of you,raphael saadiq,1995
84,sugar hill,az,1995
85,good,better than ezra,1995
86,brown sugar,d'angelo,1995
87,turn the beat around,gloria estefan,1995
88,'til you do me right,after 7,1995
89,1st of tha month,bone thugs-n-harmony,1995
90,"like the way i do"" / ""if i wanted to",melissa etheridge,1995
91,i live my life for you,firehouse,1995
92,"dream about you"" / ""funky melody",stevie b,1995
93,cotton eye joe,rednex,1995
94,thank you,boyz ii men,1995
95,i'll stand by you,the pretenders,1995
96,i miss you,n ii u,1995
97,give it 2 you,da brat,1995
98,best friend,brandy,1995
99,misery,soul asylum,1995
100,can't stop lovin' you,van halen,1995
1,macarena (bayside boys mix),los del rí­o,1996
2,one sweet day,mariah carey and boyz ii men,1996
3,because you loved me,celine dion,1996
4,nobody knows,the tony rich project,1996
5,always be my baby,mariah carey,1996
